Image Link,Filename,Painting Title,Artist Name,Artist Filename,Painting Year,Artist Location/Birthplace,Color 1,Color 2,Color 3,Color 4,Color 5,Color 6,Color 7,Color 8,Main Color(s),Palette Source,Artist Birth Date,Genre/Style,Painting Period,color harmony
https://en.wikipedia.org/wiki/Irises_%28painting%29,irises.jpg,Irises,Vincent Van Gogh,,1890,,#d2cfc8,#3b5666,#74988d,#9f9982,#605954,#73724d,#979397,#52ad7c,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Caf%C3%A9_Terrace_at_Night,Cafe_Terrace_at_Night.jpg,Cafe Terrace at Night,Vincent Van Gogh,,1888,,#2d3433,#8c7533,#4869a1,#b59f4c,#3d567e,#685c32,#6b7e82,#9cae85,,IMAGECOLORPICKER.com,,,,
https://www.metmuseum.org/art/collection/search/436535,Wheat-Field-with-Cypresses.jpg,Wheat Field with Cypresses,Vincent Van Gogh,,1889,,#939f9e,#877924,#223528,#d5d3be,#546d73,#573e13,#b5c1d6,#bfd6ca,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Van_Gogh_self-portrait_%281889%29,Self-Portrait.jpg,Self Portrait,Vincent Van Gogh,,1889,,#8ba393,#736634,#2e403d,#d6d8b2,#4f4521,#b5d2cf,#536c6e,#b7d5c1,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/A_Sunday_Afternoon_on_the_Island_of_La_Grande_Jatte,A_Sunday_on_La_Grande_Jatte.jpg,A Sunday on La Grande Jatte,Georges Seurat,Georges_Seurat.jpg,1886,,#36463c,#cfc59f,#9e8e6f,#abbaaa,#768c6e,#70625b,#6d6b85,#bf5767,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Georges_Seurat,Baigneurs_at_Asnieres.jpg,Baigneurs at Asnieres,Georges Seurat,,1884,,#c8d5c5,#bac3d6,#543c3e,#686948,#5c6b75,#e3dacd,#27212a,#979c9a,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Georges_Seurat,Circus_Sideshow.jpg,Circus Sideshow,Georges Seurat,,1888,,#574d53,#c0a08d,#947972,#151318,#2e232b,#a89d8e,#998d95,#3a2e22,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Georges_Seurat,The-Seine-and-la-Grande-Jatte.jpg,The Seine at La Grande Jatte,Georges Seurat,,1888,,#c4d0d1,#dee0af,#574d56,#e2c286,#b4bbb4,#5d686b,#827135,#a49b76,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Georges_Seurat,The-Can-Can.jpg,The Can-Can,Georges Seurat,,1889,,#1f4056,#a68a78,#596666,#cccbd4,#64302d,#e7a88b,#9d5d26,#e1d2ae,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Georges_Seurat,Les-Terrassiers.jpg,Les Terrassiers,Georges Seurat,,1883,,#917957,#a9bed0,#3d545f,#a2aaaa,#e1d1a8,#633f31,#dbb883,#8b6524,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Georges_Seurat,Landscape-at-Saint-Ouen.jpg,Landscape at Saint Ouen,Georges Seurat,,1879,,#aab28b,#262e2b,#efefd2,#687f69,#e5dfb8,#5a4f38,#857e5b,#776737,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Georges_Seurat,Vase-of-Flowers.jpg,Vase of Flowers,Georges Seurat,,1881,,#4c3d31,#d1b286,#957350,#a7a680,#757859,#191a1a,#301210,#b5523e,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/georges-seurat/rue-st-vincent-in-spring-1884,rue-st-vincent-in-spring-1884.jpg!Large.jpg,Rue St. Vincent in Spring,Georges Seurat,,1883-1884,France,#dabb83,#8f4f2d,#712432,#5b2922,#cec7ad,#c29e3e,#4f4c5,#b4ac4,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/georges-seurat/men-laying-stakes-1883,men-laying-stakes-1883.jpg!Large.jpg,Men Laying Stakes,Georges Seurat,,1882-1883,France,#cf7f48,#aa9420,#1c2718,#d23a1e,#7181a2,#626068,#daa24f,#1e1619,,IMAGECOLORPICKER.com,,,,
https://www.sothebys.com/en/articles/georgette-chens-singapore-a-true-paradise-for-the-artist,georgette-chen-self-portrait.jpeg,Self Portrait,Georgette Chen,georgette-chen.jpg,1934,,#393426,#bbad91,#6c4b33,#ebe1cd,#a8ba89,#8a6240,#9e7554,#e6c7a4,,IMAGECOLORPICKER.com,,,,
https://ocula.com/magazine/features/georgette-chen-pioneer-of-the-nanyang-style/,georgette-chen-still-life-with-cut-apple-and-orange.jpg,Still Life with Cut Apple and Orange,Georgette Chen,,1928-1930,,#51433c,#be9871,#9f989c,#92613e,#746d6f,#aba497,#222433,#441b1a,,IMAGECOLORPICKER.com,,,,
https://ocula.com/magazine/features/georgette-chen-pioneer-of-the-nanyang-style/,georgettechen-art-5_1.jpg,Coast of Brittany,Georgette Chen,,1930,,#afb3a7,#282415,#623f18,#8f6b2c,#af9364,#8c745b,#697c75,#3a9888,,IMAGECOLORPICKER.com,,,,
https://www.nationalgallery.sg/georgettechen,Reports_2020_Georgette Chen_Malay-Wedding-1_720_0.jpg,Malay Wedding,Georgette Chen,,1962,,#9a9450,#98bcc2,#43513e,#75a689,#8b352d,#ccc6b5,#5d644c,#b2b58b,,IMAGECOLORPICKER.com,,,,
https://www.pinterest.com/pin/530580399849921507/,georgette-chen-still-life-moon-festival.jpg,Still Life (Moon Festival Table),Georgette Chen,,1962,,#b29f81,#903028,#906426,#a85e53,#424e35,#71721e,#a67c4a,#dfa18e,,IMAGECOLORPICKER.com,,,,
https://www.nationalgallery.sg/georgettechen,georgettechen-art-7_0b.jpg,Vegetables and Claypot,Georgette Chen,,1940-1947,,#af8c69,#354d5d,#992e29,#a2aaa8,#665f56,#a44939,#bc5d1b,#cdbd94,,IMAGECOLORPICKER.com,,,,
https://ocula.com/magazine/features/georgette-chen-pioneer-of-the-nanyang-style/,georgettechen-art-4_1.jpg,East Coast Vendor,Georgette Chen,,1960,,#c8976e,#334d88,#c0281a,#92a383,#397085,#c2aa92,#bc5d1b,#c6a97d,,IMAGECOLORPICKER.com,,,,
https://ocula.com/magazine/features/georgette-chen-pioneer-of-the-nanyang-style/,georgettechen-art-new3.jpg,Lotus Symphony,Georgette Chen,,1962,,#355f5b,#95a398,#cacabf,#587f77,#604b3f,#6b6249,#7f6e60,#bbccc,,IMAGECOLORPICKER.com,,,,
https://www.sothebys.com/en/articles/georgette-chens-singapore-a-true-paradise-for-the-artist,georgette-chen-boats-and-shophouses.jpg,Boats and Shophouses,Georgette Chen,,1963-1965,,#3a4031,#b8b29f,#882e20,#2d6b5a,#826933,#9d8557,#8d957f,#bcc5c4,,IMAGECOLORPICKER.com,,,,
https://www.invaluable.com/auction-lot/georgette-chen-69-c-weyacfp4qi#,georgette-chen-seafood.jpg,Unknown,Georgette Chen,,(Unknown),,#f4edd8,#76443a,#d7b88c,#e3ca52,#385057,#b6bfae,#686a5f,#69797d,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/still-life,still-life.jpg,Still life,Suzanna Valadon,Suzanne Valadon.jpg,(Unknown),,#65472b,#192018,#91aeb4,#f6988e,#d4b71e,#64833d,#4e6972,#db890,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/genevi%C3%A8ve-camax-zoegger-1936,geneviève-camax-zoegger-1936.jpg!Large.jpg,Geneviève Camax-Zoegger,Suzanna Valadon,,1936,"Paris, France",#2d4945,#c48b6a,#5e7161,#8b3932,#4f916a,#d1bc91,#c59242,#94502b,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/self-portrait-1927,self-portrait-1927.jpg!Large.jpg,Self-Portrait,Suzanna Valadon,,1927,"Paris, France",#d9a58f,#4e1d19,#6d1220,#656484,#303460,#836e3e,#caa26d,#865920,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/the-blue-room-1923,the-blue-room-1923.jpg!Large.jpg,The Blue Room,Suzanna Valadon,,1923,"Paris, France",#4472ad,#2f397b,#8695c2,#abbcc0,#271e1d,#cbccad,#7ba191,#d0b3b6,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/nude-with-a-striped-blanket-1922,nude-with-a-striped-blanket-1922.jpg,Nude with a Striped Blanket,Suzanna Valadon,,1922,"Paris, France",#dabeaa,#d6dac9,#b11728,#e3ad76,#1c4376,#211813,#b59475,#539275,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/miss-lily-walton-1922,miss-lily-walton-1922.jpg!Large.jpg,Miss Lily Walton,Suzanna Valadon,,1922,"Paris, France",#dcbb7f,#351028,#90554e,#74594a,#6d2f3c,#a49d7e,#736568,#bc4d44,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/raminou-sitting-on-a-cloth-1920,raminou-sitting-on-a-cloth-1920.jpg!Large.jpg,Raminou sitting on a cloth,Suzanna Valadon,,1920,"Paris, France",#c5ab7c,#3d302f,#b17e44,#aeaa92,#8387a8,#646753,#6720f,#51507f,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/bouquet-and-a-cat-1919,bouquet-and-a-cat-1919.jpg!Large.jpg,Bouquet and a Cat,Suzanna Valadon,,1919,"Paris, France",#303128,#ab6132,#b18452,#a2b59e,#677d5c,#8897a1,#66533e,#c74d37,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/casting-the-net-1914,casting-the-net-1914.jpg!Large.jpg,Casting the Net,Suzanna Valadon,,1914,"Paris, France",#514e47,#af8661,#1d3d60,#8e755c,#6388a7,#51667a,#96957d,#433518,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/suzanne-valadon/view-from-my-window-in-genets-brittany-1922,view-from-my-window-in-genets-brittany-1922.jpg!Large.jpg,View from My Window in Genets (Brittany),Suzanna Valadon,,1922,"Paris, France",#9a9657,#323825,#e0cc91,#dcd6b9,#b8b595,#554630,#596537,#c8cd96,,IMAGECOLORPICKER.com,,,,
